jhostname,ip,mac,sistema_operativo,ram_gb,departamento,rol
SRV-BLD-0495,10.195.137.37,82:C2:CE:59:EF:17,Red Hat 8,32,Logística,Web Server
SRV-IZD-0496,192.168.213.70,08:5E:E0:10:42:13,CentOS 7,8,Dirección,Mail Server
SRV-SAN-0497,10.152.63.3,4E:A7:EE:82:AC:E4,CentOS 7,8,Finanzas,DB Server
SRV-ZXF-0498,172.18.254.52,9C:A7:C4:5B:FB:72,Debian 11,8,IT,DB Server
SRV-RQI-0499,172.24.92.74,78:07:4A:F0:D0:7F,Windows Server 2022,8,Logística,DNS
SRV-ZTG-0500,192.168.7.13,88:3C:D0:AA:B7:87,Debian 11,16,Operaciones,DNS
SRV-ZSI-0501,172.22.189.205,B6:0C:0C:10:9B:CE,Windows Server 2022,64,Operaciones,DB Server
SRV-LOJ-0502,10.40.166.224,7C:DE:5F:77:A5:58,Windows Server 2022,32,Logística,Backup
SRV-YZX-0503,192.168.220.87,C8:30:86:16:37:B6,CentOS 7,16,Dirección,Backup
SRV-ZBJ-0504,172.29.130.68,56:1E:26:9E:43:6A,Windows Server 2022,32,RRHH,DB Server
SRV-JGH-0505,172.18.102.207,64:58:1F:30:3E:76,Ubuntu 20.04 LTS,16,Logística,File Server
SRV-DMW-0506,192.168.22.76,7A:0C:33:0D:97:EF,Red Hat 8,8,Marketing,Web Server
SRV-WBC-0507,192.168.98.158,46:29:FC:DF:DB:F9,Red Hat 8,2,Finanzas,Mail Server
SRV-LZY-0508,10.51.247.175,50:93:CF:23:6A:0E,Debian 11,16,RRHH,Proxy
SRV-BOC-0509,172.26.45.94,26:3B:6F:A8:31:4C,Ubuntu 20.04 LTS,32,Dirección,Proxy
SRV-WUP-0510,172.18.201.176,54:84:42:16:E5:66,Windows Server 2022,2,RRHH,Proxy
SRV-HTM-0511,172.21.140.0,EE:83:EF:9A:E1:82,CentOS 7,4,Marketing,DB Server
SRV-HIO-0512,172.29.177.63,D4:5C:DD:09:7A:6C,CentOS 7,32,Operaciones,Backup
SRV-BHP-0513,10.29.44.44,6E:DC:B8:65:11:BD,Ubuntu 20.04 LTS,8,Logística,File Server
SRV-DIW-0514,10.84.168.48,06:44:D3:48:01:52,Ubuntu 20.04 LTS,4,Logística,Web Server
SRV-DGH-0515,192.168.102.151,7E:14:C6:BD:0D:1D,Red Hat 8,4,Dirección,Mail Server
SRV-XLA-0516,10.197.40.242,EE:68:D4:22:11:07,Ubuntu 22.04 LTS,64,Operaciones,Mail Server
SRV-JXA-0517,192.168.134.20,CE:0F:C6:65:2D:EC,Ubuntu 20.04 LTS,8,IT,File Server
SRV-QUF-0518,10.190.166.26,74:35:B8:73:E2:FF,Ubuntu 22.04 LTS,32,Operaciones,Proxy
SRV-RDY-0519,192.168.68.191,16:1A:78:1C:EA:36,Red Hat 8,32,Logística,Proxy
SRV-TSE-0520,172.17.151.150,36:93:B9:06:E9:AC,Ubuntu 22.04 LTS,2,Logística,File Server
SRV-SYM-0521,192.168.101.214,BE:C9:C0:FD:99:FE,Windows Server 2019,32,Finanzas,Web Server
SRV-MJA-0522,192.168.118.34,E4:6D:AB:32:10:18,Red Hat 8,64,RRHH,File Server
SRV-OAM-0523,172.21.18.16,18:9E:52:49:98:E8,Debian 11,16,IT,Proxy
SRV-EVP-0524,10.84.253.92,36:77:FA:E7:FD:11,Debian 11,2,Dirección,File Server
SRV-HIG-0525,10.125.95.156,B4:5B:AE:B2:47:9D,Windows Server 2019,32,Logística,DB Server
SRV-BHQ-0526,172.20.177.55,FC:4A:5B:DD:9B:7C,Debian 11,8,Dirección,Web Server
SRV-BOX-0527,172.23.60.218,90:E1:6E:8A:D9:AC,Windows Server 2019,2,IT,Proxy
SRV-THV-0528,172.18.79.49,BE:15:3E:78:E3:1D,CentOS 7,32,Marketing,DB Server
SRV-BEV-0529,192.168.238.65,A4:02:74:77:24:23,Red Hat 8,16,Finanzas,Mail Server
SRV-XMU-0530,192.168.249.223,90:36:9C:31:CC:D1,CentOS 7,32,Logística,File Server
SRV-DKK-0531,172.29.194.157,5A:E6:7E:98:73:E6,Ubuntu 20.04 LTS,32,Dirección,Mail Server
SRV-CGL-0532,172.28.119.203,20:9E:2F:C0:C1:DD,Windows Server 2022,8,Dirección,DNS
SRV-CEG-0533,172.29.153.66,0A:20:81:AC:5E:2A,Windows Server 2019,2,Operaciones,Backup
SRV-HOR-0534,10.132.186.49,B4:A7:B2:34:7A:23,CentOS 7,16,Operaciones,File Server
SRV-FQM-0535,192.168.204.214,6E:4D:86:C1:30:A5,Debian 11,16,Dirección,Backup
SRV-GPQ-0536,192.168.213.80,E6:7F:07:AE:FE:11,CentOS 7,8,IT,Web Server
SRV-OTZ-0537,192.168.184.53,E6:CA:0B:21:87:46,Windows Server 2019,2,Operaciones,Mail Server
SRV-CJF-0538,10.98.95.205,AE:5C:2F:3F:AD:A2,Windows Server 2022,4,Finanzas,Mail Server
SRV-JDA-0539,172.27.111.42,22:31:90:35:95:F9,Ubuntu 22.04 LTS,8,Marketing,File Server
SRV-YDK-0540,10.27.35.94,C0:0D:6A:14:4E:C2,Windows Server 2019,4,IT,DB Server
SRV-CYJ-0541,172.27.187.27,52:17:AE:49:27:9D,Ubuntu 22.04 LTS,4,Logística,File Server
SRV-GLV-0542,10.107.18.230,50:A1:58:AD:B1:82,Red Hat 8,4,Dirección,DNS
SRV-YAU-0543,192.168.175.219,4E:DC:E7:3C:A8:2B,Red Hat 8,4,Dirección,File Server
SRV-VWZ-0544,10.32.84.195,DA:83:93:C3:BB:04,Ubuntu 20.04 LTS,8,Finanzas,DNS
SRV-AQK-0545,10.128.10.161,6E:6F:A2:93:F6:56,Windows Server 2019,16,Dirección,Backup
SRV-CRG-0546,10.23.157.245,34:89:1C:67:2F:5A,Ubuntu 20.04 LTS,8,Marketing,Proxy
SRV-SBT-0547,10.252.74.175,54:23:BD:2B:AE:EC,Red Hat 8,16,IT,Proxy
SRV-NYP-0548,172.26.111.14,C8:75:C2:BB:D6:9E,Debian 11,64,Marketing,Proxy
SRV-XFU-0549,10.10.213.217,B0:EA:02:16:11:4A,CentOS 7,4,Dirección,Backup
SRV-GXM-0550,192.168.151.172,22:DC:3A:27:82:EA,Debian 11,8,Finanzas,DB Server
SRV-JWM-0551,10.60.181.75,B0:39:34:48:29:D3,Red Hat 8,32,Dirección,Web Server
SRV-FAM-0552,192.168.255.36,56:A1:58:7A:53:32,Red Hat 8,16,IT,Web Server
SRV-YZS-0553,172.18.131.223,5C:31:BB:CD:0D:B4,Debian 11,2,Dirección,Mail Server
SRV-TJL-0554,10.115.216.128,2E:DA:3A:94:DB:2A,Ubuntu 20.04 LTS,2,Dirección,Proxy
SRV-KCU-0555,10.209.102.37,76:D6:69:4D:D5:D7,Red Hat 8,8,Dirección,Web Server
SRV-RAY-0556,192.168.32.167,B8:E7:2B:F2:AB:88,Debian 11,4,Operaciones,Proxy
SRV-ZSK-0557,10.169.174.101,00:F1:71:4B:02:3A,Windows Server 2019,2,Operaciones,Mail Server
SRV-PWO-0558,10.228.72.70,C2:3D:D5:08:43:81,CentOS 7,8,Marketing,File Server
SRV-VOL-0559,172.29.2.25,C0:94:7D:52:15:A6,Debian 11,4,Dirección,DNS
SRV-EYX-0560,192.168.127.132,3C:79:B2:86:59:31,Debian 11,32,Marketing,File Server
SRV-XRN-0561,172.22.191.230,EE:57:9A:51:1A:73,Windows Server 2022,4,Marketing,Mail Server
SRV-FVQ-0562,10.212.221.101,1A:57:2C:72:21:9C,Windows Server 2022,16,Dirección,Mail Server
SRV-XSL-0563,192.168.58.89,5A:7C:D8:3F:F0:37,Ubuntu 20.04 LTS,16,Finanzas,Proxy
SRV-ZYO-0564,192.168.125.224,EE:F3:03:EB:C6:F5,Ubuntu 22.04 LTS,16,IT,Mail Server
SRV-TJD-0565,192.168.3.185,26:01:1C:A3:2C:C9,Red Hat 8,4,Logística,File Server
SRV-ULO-0566,192.168.38.209,6C:5E:01:EF:46:7E,CentOS 7,16,Logística,DNS
SRV-CHN-0567,10.72.136.255,B6:B9:A9:2B:B0:57,Ubuntu 22.04 LTS,32,Marketing,File Server
SRV-TFE-0568,172.21.136.137,04:52:31:E6:A9:47,Ubuntu 22.04 LTS,32,RRHH,DNS
SRV-IZF-0569,172.22.91.31,E6:7A:5D:4E:53:4C,Ubuntu 22.04 LTS,4,Dirección,Backup
SRV-KOC-0570,192.168.16.246,98:CE:A3:25:20:C9,Windows Server 2019,4,Marketing,Proxy
SRV-MXJ-0571,10.246.37.102,EE:71:AC:38:6C:BD,Red Hat 8,16,RRHH,Mail Server
SRV-BPM-0572,10.112.108.225,A4:1D:8E:6A:51:80,Windows Server 2022,32,Dirección,Backup
SRV-WXB-0573,192.168.250.57,CE:D6:81:0C:AE:F8,Debian 11,64,IT,DNS
SRV-EKA-0574,172.20.45.116,CC:93:85:DD:14:AA,Red Hat 8,2,IT,Proxy
SRV-HWY-0575,10.232.195.85,EA:36:BB:C4:25:77,Red Hat 8,64,Operaciones,Backup
SRV-AGM-0576,192.168.17.178,AA:3D:FE:06:FC:F7,Windows Server 2022,16,Marketing,Proxy
SRV-CLK-0577,10.9.46.148,A8:61:8C:E3:B0:06,Windows Server 2022,16,RRHH,Mail Server
SRV-GOH-0578,172.16.36.245,AA:AB:6E:4C:8B:F8,Windows Server 2019,4,RRHH,Mail Server
SRV-WRD-0579,10.166.30.204,74:82:6E:D6:CA:93,Ubuntu 20.04 LTS,16,Operaciones,Proxy
SRV-NAD-0580,192.168.161.209,C8:BA:0B:59:D8:E2,Windows Server 2022,32,Marketing,DB Server
SRV-EHZ-0581,10.117.18.158,48:C6:50:D5:2B:BF,Windows Server 2022,64,Logística,Web Server
SRV-AKU-0582,192.168.31.30,78:CD:AD:84:39:49,Windows Server 2019,8,RRHH,Proxy
SRV-MLJ-0583,192.168.234.108,2A:7E:55:4B:B7:CF,Ubuntu 20.04 LTS,64,Dirección,Proxy
SRV-IUV-0584,172.26.15.213,EA:03:17:C0:10:2B,Ubuntu 22.04 LTS,4,Logística,File Server
SRV-ZON-0585,192.168.218.25,5C:B4:CF:79:84:8B,Windows Server 2019,4,Finanzas,Backup
SRV-BVN-0586,172.23.148.79,C2:B2:78:B9:91:1A,Ubuntu 20.04 LTS,4,IT,File Server
SRV-IXX-0587,192.168.204.20,4A:BD:85:40:26:09,Ubuntu 22.04 LTS,32,IT,DNS
SRV-CYI-0588,10.52.227.126,42:B9:47:12:BC:94,Ubuntu 22.04 LTS,2,Operaciones,Mail Server
SRV-DVV-0589,172.21.231.239,9E:86:AC:1A:74:BF,Red Hat 8,8,Operaciones,Mail Server
SRV-CZP-0590,172.16.234.2,46:1C:77:A0:7C:48,Windows Server 2022,8,IT,Web Server
SRV-DZP-0591,172.24.65.14,64:AA:D0:D3:44:80,Ubuntu 20.04 LTS,64,RRHH,Mail Server
SRV-ZCG-0592,10.10.96.43,42:88:92:46:4B:77,Windows Server 2019,8,RRHH,DB Server
SRV-RQP-0593,172.25.110.39,42:34:61:F5:4D:6F,Red Hat 8,4,IT,Proxy
SRV-NXW-0594,192.168.211.185,FC:CB:11:A8:38:7B,CentOS 7,4,Finanzas,DNS
SRV-XAF-0595,172.17.58.151,D8:28:19:06:1F:AB,Windows Server 2022,2,Marketing,Mail Server
SRV-ZOM-0596,10.44.245.80,84:AB:82:E5:C5:AA,CentOS 7,8,Finanzas,Backup
SRV-IEF-0597,192.168.39.225,DA:6B:DE:FD:81:B0,Windows Server 2022,8,Logística,Mail Server
SRV-GJZ-0598,172.24.7.91,C8:6C:18:AC:31:16,Debian 11,16,IT,Proxy
SRV-FXO-0599,172.19.137.221,4A:90:40:50:1A:69,CentOS 7,64,Marketing,File Server
SRV-YDA-0600,192.168.74.205,74:F4:82:41:38:A3,CentOS 7,8,RRHH,Proxy
SRV-YFN-0601,10.236.114.76,EC:05:7F:BB:0F:5E,Windows Server 2019,32,Dirección,DNS
SRV-NFM-0602,10.88.36.65,4E:76:3F:18:55:76,CentOS 7,2,IT,Web Server
SRV-RAD-0603,172.29.129.244,D8:30:2C:06:72:9F,Debian 11,2,Dirección,Proxy
SRV-UBI-0604,10.211.154.147,58:01:6C:ED:1C:9B,Windows Server 2019,8,Dirección,Backup
SRV-DKE-0605,192.168.5.225,94:2A:C8:4B:B0:53,Windows Server 2022,32,Dirección,DB Server
SRV-LGA-0606,10.56.20.241,C4:BD:E8:DD:DE:F2,Ubuntu 22.04 LTS,4,Operaciones,DNS
SRV-LEW-0607,192.168.199.42,EE:8E:8B:7E:DA:2E,Windows Server 2019,16,RRHH,Backup
SRV-KXN-0608,172.26.233.64,A6:CB:77:51:9B:B1,Red Hat 8,16,RRHH,File Server
SRV-FPL-0609,10.249.181.190,78:BC:C6:1B:B9:05,Red Hat 8,32,IT,Web Server
SRV-KCU-0610,10.71.35.145,32:5E:34:00:11:50,Windows Server 2019,8,Logística,Mail Server
SRV-GDC-0611,192.168.207.93,24:9F:09:21:34:CC,Ubuntu 22.04 LTS,32,Finanzas,File Server
SRV-ZQA-0612,172.19.235.23,24:FD:88:C0:A8:2D,Red Hat 8,32,RRHH,Backup
SRV-DVJ-0613,172.18.173.101,66:19:0E:86:02:BC,Windows Server 2019,16,Operaciones,Proxy
SRV-DNQ-0614,10.244.139.136,96:EE:8B:41:97:44,Windows Server 2019,32,IT,DNS
SRV-EJO-0615,172.17.136.113,10:D3:17:E9:34:6D,Ubuntu 22.04 LTS,2,Operaciones,Proxy
SRV-QUJ-0616,10.218.136.86,F8:73:EC:30:8F:9C,Debian 11,8,RRHH,File Server
SRV-KNN-0617,192.168.233.89,D8:A4:8D:A7:08:43,CentOS 7,2,Finanzas,DB Server
SRV-XSU-0618,10.4.208.109,E2:07:9E:FC:EC:FC,Debian 11,16,RRHH,Proxy
SRV-ASQ-0619,172.18.75.27,5E:BB:84:57:B3:06,Ubuntu 22.04 LTS,16,Finanzas,Proxy
SRV-GCL-0620,172.20.72.139,AC:72:56:DD:D7:9C,Ubuntu 22.04 LTS,64,Finanzas,Mail Server
SRV-VWC-0621,192.168.167.79,74:B0:B3:19:20:BD,CentOS 7,32,Marketing,Mail Server
SRV-VEX-0622,172.26.124.39,16:0B:6D:3F:6D:0D,CentOS 7,64,IT,Mail Server
SRV-UXJ-0623,10.162.84.103,64:AD:03:29:B7:CD,Windows Server 2019,4,Marketing,Proxy
SRV-SQE-0624,172.25.90.16,38:3A:5D:1A:25:04,CentOS 7,2,RRHH,DNS
SRV-VCZ-0625,172.26.32.253,0A:26:B0:A5:A7:63,Ubuntu 20.04 LTS,32,Operaciones,Web Server
SRV-PTN-0626,192.168.28.136,58:01:CF:D0:3C:E9,Windows Server 2019,16,RRHH,Web Server
SRV-BHV-0627,172.24.42.186,AA:5E:D0:E0:F7:13,Ubuntu 20.04 LTS,16,Operaciones,Proxy
SRV-OCE-0628,192.168.52.152,D0:3E:8D:86:B6:20,Ubuntu 22.04 LTS,8,Marketing,Proxy
SRV-SVD-0629,10.142.248.237,4C:0D:C5:BF:69:7B,Red Hat 8,16,Logística,Proxy
SRV-PFR-0630,172.29.127.100,08:E9:02:8E:44:C0,Windows Server 2022,32,Marketing,DNS
SRV-RUP-0631,172.19.56.21,3A:30:0D:B2:AE:4C,Red Hat 8,4,Operaciones,Web Server
SRV-YUG-0632,10.254.217.147,AC:49:0A:0E:DA:86,CentOS 7,4,Finanzas,Proxy
SRV-WVI-0633,192.168.167.81,EE:5F:AE:BF:C4:3D,Windows Server 2019,64,Finanzas,Mail Server
SRV-QMI-0634,192.168.22.201,50:42:17:C2:79:E6,Windows Server 2019,8,Operaciones,DB Server
SRV-KRC-0635,10.188.206.141,FA:ED:2F:40:DD:D8,CentOS 7,32,Marketing,File Server
SRV-DEG-0636,192.168.82.240,C4:4E:B2:EC:99:D3,Windows Server 2019,4,RRHH,DB Server
SRV-JLK-0637,192.168.25.155,C0:B4:79:50:CF:98,Ubuntu 20.04 LTS,32,Dirección,Mail Server
SRV-ONQ-0638,192.168.19.188,5E:42:1C:D7:17:9F,CentOS 7,8,Finanzas,Proxy
SRV-AUM-0639,172.23.187.205,50:71:A6:CA:A5:BD,Red Hat 8,16,Finanzas,Proxy
SRV-PAV-0640,172.20.191.40,5E:01:A0:A1:C9:E4,Red Hat 8,8,Operaciones,DB Server
SRV-JJO-0641,172.17.98.42,7C:1E:3E:CF:36:4A,Windows Server 2022,64,RRHH,Backup
SRV-TED-0642,10.33.100.31,9C:2F:A4:99:7C:6B,Red Hat 8,8,Finanzas,Web Server
SRV-XKS-0643,172.30.19.237,24:A5:07:AF:B6:84,Windows Server 2022,16,IT,Proxy
SRV-WAN-0644,172.25.11.121,2E:AA:AC:87:9F:E8,Windows Server 2019,8,Finanzas,Backup
SRV-PUO-0645,192.168.50.13,F8:94:D9:C9:F4:8F,Debian 11,2,Marketing,Proxy
SRV-DEO-0646,10.201.212.225,94:98:35:D0:60:84,Ubuntu 20.04 LTS,64,Logística,DB Server
SRV-BQP-0647,10.56.67.37,62:EF:80:D4:03:D8,Windows Server 2022,4,IT,Web Server
SRV-KQR-0648,192.168.173.39,70:83:57:50:12:A7,Ubuntu 20.04 LTS,2,Operaciones,Proxy
SRV-MKA-0649,172.31.121.112,DE:62:A5:30:A8:1E,Debian 11,2,Operaciones,Mail Server
SRV-ZWX-0650,172.19.248.67,58:C1:C1:97:CF:E4,Windows Server 2019,2,Dirección,DB Server
SRV-CUU-0651,172.17.161.231,D6:05:86:9E:4A:25,Debian 11,64,Logística,Web Server
SRV-AAT-0652,172.16.205.44,F8:34:0C:D2:68:FD,CentOS 7,4,RRHH,Backup
SRV-HOC-0653,172.30.190.63,68:86:67:F4:61:6B,Ubuntu 20.04 LTS,16,Marketing,Mail Server
SRV-OXE-0654,10.31.54.250,08:85:19:D8:18:FD,Windows Server 2022,16,Operaciones,Web Server
SRV-DBX-0655,192.168.42.59,A8:F4:22:16:B9:EA,Red Hat 8,2,Logística,Mail Server
SRV-NSR-0656,172.27.132.175,90:0B:11:AC:53:69,Ubuntu 22.04 LTS,16,Dirección,Backup
SRV-GSI-0657,192.168.142.52,E4:5F:78:C2:D6:3A,Windows Server 2022,64,IT,DNS
SRV-PTC-0658,172.23.253.27,1C:AC:B4:6D:37:11,Ubuntu 20.04 LTS,8,Marketing,Web Server
SRV-XIL-0659,172.21.215.4,AE:29:D7:55:A1:BC,Debian 11,32,RRHH,Web Server
SRV-NUK-0660,172.18.242.11,FA:DC:71:24:1A:87,Windows Server 2019,16,Operaciones,Backup
SRV-AES-0661,172.30.15.36,1E:AF:62:73:1C:01,CentOS 7,4,Logística,Mail Server
SRV-KOQ-0662,10.216.141.11,C0:62:4E:AF:01:E4,CentOS 7,64,RRHH,Mail Server
SRV-ZCI-0663,192.168.105.178,38:1E:82:41:6C:6F,CentOS 7,8,Operaciones,DNS
SRV-QSX-0664,10.143.103.50,14:9B:DB:99:64:F9,Windows Server 2022,2,Finanzas,DNS
SRV-MOP-0665,172.16.218.84,6C:53:10:9A:2D:5F,Debian 11,16,IT,Mail Server
SRV-HLI-0666,172.28.165.76,C6:73:56:7F:59:34,Ubuntu 22.04 LTS,2,Finanzas,DB Server
SRV-IXD-0667,10.14.208.124,62:EE:5B:37:24:B5,CentOS 7,4,RRHH,Web Server
SRV-WMR-0668,172.27.143.234,50:2F:5F:B2:84:53,Ubuntu 22.04 LTS,4,IT,Mail Server
SRV-BBU-0669,192.168.254.37,C8:68:C5:6F:F5:39,Red Hat 8,8,RRHH,Web Server
SRV-EFG-0670,172.27.216.68,BA:82:18:74:B9:DD,Windows Server 2022,8,Dirección,DNS
SRV-MAR-0671,192.168.210.170,A6:1E:AE:BC:48:EA,Windows Server 2022,2,Logística,Backup
SRV-CWZ-0672,10.31.37.178,D2:83:89:04:AA:FA,Ubuntu 22.04 LTS,2,RRHH,DB Server
SRV-NHR-0673,172.18.76.102,B8:3A:73:C7:7A:5B,CentOS 7,8,Operaciones,Backup
SRV-KEP-0674,172.25.88.61,92:B5:9F:AF:C1:81,Ubuntu 20.04 LTS,32,RRHH,DB Server
SRV-AYY-0675,172.28.93.199,70:D1:68:DB:01:3B,Red Hat 8,4,Dirección,DB Server
SRV-HVP-0676,192.168.164.196,D8:0E:3E:9E:EF:55,Red Hat 8,8,IT,Web Server
SRV-PLP-0677,192.168.125.239,D2:50:BE:DD:8A:9F,Debian 11,8,IT,Backup
SRV-YHZ-0678,192.168.207.33,F8:7F:2D:03:D1:FC,CentOS 7,8,Logística,Backup
SRV-UDJ-0679,192.168.23.64,A0:83:94:E8:D2:5F,Ubuntu 22.04 LTS,4,Finanzas,File Server
SRV-IXM-0680,192.168.127.137,06:27:DF:EA:1C:DD,Windows Server 2022,64,Dirección,Proxy
SRV-GGJ-0681,172.24.116.90,3A:1E:DF:54:16:59,Windows Server 2019,32,Operaciones,Web Server
SRV-YJL-0682,10.15.9.107,34:CE:70:45:C8:19,Red Hat 8,32,Dirección,Proxy
SRV-RRS-0683,172.28.77.173,8C:13:34:EB:A4:03,Debian 11,2,Dirección,Mail Server
SRV-KVF-0684,172.26.139.125,60:CA:A7:9B:AC:B6,Ubuntu 20.04 LTS,64,Logística,DB Server
SRV-ABR-0685,192.168.13.94,2C:06:86:70:BA:BC,Debian 11,8,Logística,DNS
SRV-FVT-0686,172.24.57.153,66:59:20:90:9E:F1,Windows Server 2019,32,RRHH,DNS
SRV-HHT-0687,172.25.252.41,A0:19:66:BD:D3:8E,CentOS 7,32,IT,DB Server
SRV-KML-0688,172.28.255.117,CE:89:2C:BD:2F:DD,CentOS 7,4,Logística,DNS
SRV-KYM-0689,172.27.86.52,E4:E6:BB:4C:E3:D0,Ubuntu 22.04 LTS,4,IT,Proxy
SRV-EBN-0690,192.168.34.157,18:FA:B6:84:D7:6B,Debian 11,8,Marketing,Proxy
SRV-NET-0691,10.87.194.25,C6:95:F7:E0:21:57,CentOS 7,2,IT,DNS
SRV-RFJ-0692,192.168.169.67,7E:6B:4B:30:55:0A,CentOS 7,32,Logística,Proxy
SRV-ZIF-0693,192.168.88.65,06:42:AB:72:58:B5,CentOS 7,4,Marketing,Mail Server
SRV-AKU-0694,192.168.8.163,24:66:1C:34:76:7E,Windows Server 2022,2,Dirección,File Server
SRV-MIX-0695,10.144.132.161,D4:2C:59:48:CD:B9,Debian 11,64,RRHH,Proxy
SRV-FVZ-0696,192.168.192.149,D2:6A:01:E7:9F:11,Ubuntu 20.04 LTS,2,RRHH,File Server
SRV-AWD-0697,10.97.37.219,E8:D3:9F:46:E8:02,Ubuntu 20.04 LTS,32,RRHH,DB Server
SRV-HHB-0698,192.168.198.143,36:4E:74:38:1A:49,CentOS 7,4,Dirección,DB Server
SRV-RZN-0699,172.22.187.245,6E:38:CC:D5:C3:45,Debian 11,4,Finanzas,DB Server
SRV-YFJ-0700,172.21.238.247,94:00:E6:B6:BB:75,Windows Server 2019,2,IT,DNS
SRV-FIJ-0701,172.26.36.160,D6:E6:1A:0B:95:0F,Debian 11,32,RRHH,Web Server
SRV-HYX-0702,192.168.53.248,1A:BB:88:D3:1B:D1,CentOS 7,2,Dirección,Proxy
SRV-ZYI-0703,10.228.159.229,2A:11:1F:54:1F:19,Ubuntu 22.04 LTS,32,Marketing,Proxy
SRV-HKQ-0704,192.168.222.76,3E:AA:33:F9:83:0E,CentOS 7,4,Dirección,File Server
SRV-SRL-0705,10.147.202.194,3C:34:49:F5:FD:4D,Red Hat 8,32,IT,Mail Server
SRV-TXF-0706,192.168.14.155,20:07:D0:52:E8:84,Debian 11,4,Finanzas,Proxy
SRV-UOF-0707,10.213.157.224,60:6B:8D:9E:35:AF,Ubuntu 20.04 LTS,64,IT,Backup
SRV-QZQ-0708,192.168.214.53,FA:82:CB:B2:21:56,Windows Server 2019,8,Operaciones,Web Server
SRV-MYJ-0709,10.179.175.216,22:8F:BB:1F:4F:69,Windows Server 2019,16,Operaciones,DB Server
SRV-EQV-0710,172.16.115.166,5A:55:05:FE:07:A6,Debian 11,32,Operaciones,Web Server
SRV-NIY-0711,10.121.37.44,22:B8:36:4F:47:E7,CentOS 7,16,Marketing,DNS
SRV-KWE-0712,172.21.128.90,D6:36:A1:52:CF:8C,Red Hat 8,64,IT,Backup
SRV-VMR-0713,172.28.100.38,F4:25:8C:20:4D:F1,Windows Server 2022,32,Marketing,DB Server
SRV-HTX-0714,192.168.33.14,5A:5B:A7:70:3D:BF,CentOS 7,8,Logística,File Server
SRV-LGO-0715,172.29.55.55,52:8F:1F:20:04:B1,Red Hat 8,16,RRHH,Web Server
SRV-DRB-0716,10.12.133.4,F8:F7:D9:94:9E:EE,Red Hat 8,8,Dirección,Web Server
SRV-SPN-0717,10.252.251.26,90:BC:40:88:5A:FA,CentOS 7,16,Marketing,DB Server
SRV-AVR-0718,10.129.118.132,E0:5E:BE:CA:18:DB,Ubuntu 20.04 LTS,2,Finanzas,Proxy
SRV-XAT-0719,172.20.163.253,A2:14:37:F6:C1:23,Windows Server 2022,2,Operaciones,Proxy
SRV-YTN-0720,10.105.120.179,5E:F0:A6:43:0C:A4,Ubuntu 20.04 LTS,4,Logística,DNS
SRV-LDM-0721,10.93.111.144,B6:32:97:7A:A6:89,CentOS 7,16,Logística,DB Server
SRV-EYV-0722,172.28.130.36,DA:D9:D3:93:68:72,Windows Server 2022,32,Logística,DNS
SRV-KOS-0723,192.168.213.133,3C:4B:8D:B0:79:68,Windows Server 2022,4,IT,DB Server
SRV-RWQ-0724,172.16.245.174,C2:CA:22:BD:88:9E,Ubuntu 22.04 LTS,32,IT,Proxy
SRV-CPB-0725,172.17.13.115,EE:40:12:0C:D2:BF,Red Hat 8,32,Marketing,Mail Server
SRV-ICM-0726,172.26.178.96,E4:F8:BD:3E:AF:E3,CentOS 7,8,IT,Backup
SRV-IPX-0727,10.36.43.12,1C:36:12:68:69:D7,Ubuntu 20.04 LTS,2,Logística,DB Server
SRV-VUW-0728,10.57.168.194,14:72:A3:1C:A6:1A,CentOS 7,64,Operaciones,DB Server
SRV-UAI-0729,192.168.12.93,E8:3B:BB:C0:58:47,CentOS 7,8,IT,File Server
SRV-QMC-0730,10.242.219.100,CE:93:0A:3C:B5:D7,Debian 11,64,Finanzas,DNS
SRV-JOL-0731,192.168.76.117,E2:80:7C:75:20:DD,Windows Server 2019,32,IT,DNS
SRV-PXS-0732,10.110.205.101,A6:FE:3D:CC:66:88,Windows Server 2019,2,Marketing,File Server
SRV-BHK-0733,10.38.67.65,68:95:5C:ED:19:7B,Windows Server 2019,8,IT,Web Server
SRV-GOT-0734,192.168.141.155,4E:18:97:40:45:FB,Red Hat 8,16,Marketing,Proxy
SRV-WVO-0735,192.168.255.28,16:A5:32:C8:7F:C2,Windows Server 2022,16,Marketing,Proxy
SRV-JMI-0736,192.168.113.154,50:3F:B0:7C:09:97,Ubuntu 20.04 LTS,32,IT,Mail Server
SRV-ACJ-0737,192.168.70.134,66:A4:51:B5:8D:4F,Ubuntu 20.04 LTS,2,Operaciones,Mail Server
SRV-JPX-0738,192.168.238.184,5E:59:26:BA:74:54,Red Hat 8,4,Marketing,Proxy
SRV-KHK-0739,10.209.37.92,A8:4F:63:95:2F:57,Ubuntu 22.04 LTS,4,Logística,DNS
SRV-YTM-0740,172.25.64.247,3E:10:E6:1D:89:A4,Windows Server 2019,2,Marketing,File Server
SRV-YFM-0741,192.168.185.87,D2:B1:57:C1:6C:C3,CentOS 7,8,Logística,DNS
SRV-LTP-0742,10.232.188.16,CC:CB:C5:79:AD:4B,Windows Server 2019,2,RRHH,File Server
SRV-KDD-0743,172.19.86.33,40:5E:9F:26:93:9F,CentOS 7,2,Finanzas,File Server
